Species,Time_Bin,Col_ID,Workers,Presence,Col_Size,Workers_Comp,Presence_Comp,Col_Size_Comp
P_flavicornis,25,QQ,2,1,63,0,0,63
P_flavicornis,26,QQ,3,1,63,1,1,63
P_flavicornis,27,QQ,2,1,63,0,0,63
P_flavicornis,28,QQ,1,1,63,0,0,63
P_flavicornis,29,QQ,4,1,63,0,0,63
P_flavicornis,30,QQ,5,1,63,0,0,63
P_flavicornis,31,QQ,5,1,63,0,0,63
P_flavicornis,32,QQ,5,1,63,0,0,63
P_flavicornis,33,QQ,2,1,63,0,0,63
P_flavicornis,34,QQ,4,1,63,1,1,63
P_flavicornis,35,QQ,6,1,63,1,1,63
P_flavicornis,36,QQ,6,1,63,1,1,63
P_flavicornis,37,QQ,5,1,63,1,1,63
P_flavicornis,38,QQ,3,1,63,1,1,63
P_flavicornis,39,QQ,3,1,63,1,1,63
P_flavicornis,40,QQ,6,1,63,1,1,63
P_flavicornis,41,QQ,6,1,63,1,1,63
P_flavicornis,42,QQ,7,1,63,0,0,63
P_flavicornis,43,QQ,7,1,63,0,0,63
P_flavicornis,44,QQ,5,1,63,0,0,63
P_flavicornis,45,QQ,5,1,63,0,0,63
P_flavicornis,46,QQ,6,1,63,1,1,63
P_flavicornis,47,QQ,8,1,63,1,1,63
P_flavicornis,48,QQ,7,1,63,1,1,63
P_flavicornis,49,QQ,7,1,63,1,1,63
P_flavicornis,50,QQ,8,1,63,1,1,63
P_flavicornis,51,QQ,8,1,63,1,1,63
P_flavicornis,52,QQ,9,1,63,1,1,63
P_flavicornis,53,QQ,10,1,63,1,1,63
P_flavicornis,54,QQ,9,1,63,1,1,63
P_flavicornis,55,QQ,9,1,63,0,0,63
P_flavicornis,56,QQ,7,1,63,0,0,63
P_flavicornis,57,QQ,6,1,63,0,0,63
P_flavicornis,58,QQ,7,1,63,0,0,63
P_flavicornis,59,QQ,7,1,63,0,0,63
P_flavicornis,60,QQ,9,1,63,0,0,63
P_laevigata,1,RR,3,1,96,4,1,96
P_laevigata,2,RR,5,1,96,11,1,96
P_laevigata,3,RR,3,1,96,15,1,96
P_laevigata,4,RR,6,1,96,14,1,96
P_laevigata,5,RR,6,1,96,10,1,96
P_laevigata,6,RR,6,1,96,12,1,96
P_laevigata,7,RR,12,1,96,10,1,96
P_laevigata,8,RR,13,1,96,11,1,96
P_laevigata,9,RR,11,1,96,14,1,96
P_laevigata,10,RR,15,1,96,13,1,96
P_laevigata,11,RR,14,1,96,15,1,96
P_laevigata,12,RR,9,1,96,14,1,96
P_laevigata,13,RR,10,1,96,12,1,96
P_laevigata,14,RR,12,1,96,15,1,96
P_laevigata,15,RR,11,1,96,14,1,96
P_laevigata,16,RR,12,1,96,16,1,96
P_laevigata,17,RR,14,1,96,16,1,96
P_laevigata,18,RR,12,1,96,18,1,96
P_laevigata,19,RR,9,1,96,19,1,96
P_laevigata,20,RR,8,1,96,15,1,96
P_laevigata,21,RR,8,1,96,9,1,96
P_laevigata,22,RR,7,1,96,13,1,96
P_laevigata,23,RR,7,1,96,12,1,96
P_laevigata,24,RR,9,1,96,9,1,96
P_laevigata,25,RR,9,1,96,9,1,96
P_laevigata,26,RR,9,1,96,10,1,96
P_laevigata,27,RR,10,1,96,10,1,96
P_laevigata,28,RR,9,1,96,10,1,96
P_laevigata,29,RR,7,1,96,11,1,96
P_laevigata,30,RR,8,1,96,10,1,96
P_laevigata,31,RR,6,1,96,11,1,96
P_laevigata,32,RR,6,1,96,8,1,96
P_laevigata,33,RR,7,1,96,9,1,96
P_laevigata,34,RR,3,1,96,5,1,96
P_laevigata,35,RR,3,1,96,5,1,96
P_laevigata,36,RR,2,1,96,4,1,96
P_laevigata,37,RR,2,1,96,4,1,96
P_laevigata,38,RR,3,1,96,2,1,96
P_laevigata,39,RR,4,1,96,3,1,96
P_laevigata,40,RR,3,1,96,3,1,96
P_laevigata,41,RR,3,1,96,3,1,96
P_laevigata,42,RR,5,1,96,5,1,96
P_laevigata,43,RR,6,1,96,5,1,96
P_laevigata,44,RR,7,1,96,4,1,96
P_laevigata,45,RR,4,1,96,2,1,96
P_laevigata,46,RR,4,1,96,3,1,96
P_laevigata,47,RR,6,1,96,4,1,96
P_laevigata,48,RR,5,1,96,5,1,96
P_laevigata,49,RR,5,1,96,5,1,96
P_laevigata,50,RR,5,1,96,5,1,96
P_laevigata,51,RR,4,1,96,6,1,96
P_laevigata,52,RR,4,1,96,5,1,96
P_laevigata,53,RR,3,1,96,5,1,96
P_laevigata,54,RR,3,1,96,5,1,96
P_laevigata,55,RR,2,1,96,5,1,96
P_laevigata,56,RR,1,1,96,4,1,96
P_laevigata,57,RR,1,1,96,6,1,96
P_laevigata,58,RR,2,1,96,5,1,96
P_laevigata,59,RR,3,1,96,5,1,96
P_laevigata,60,RR,5,1,96,5,1,96
P_flavicornis,1,SS,0,0,36,0,0,36
P_flavicornis,2,SS,0,0,36,0,0,36
P_flavicornis,3,SS,0,0,36,0,0,36
P_flavicornis,4,SS,0,0,36,0,0,36
P_flavicornis,5,SS,0,0,36,0,0,36
P_flavicornis,6,SS,0,0,36,0,0,36
P_flavicornis,7,SS,0,0,36,0,0,36
P_flavicornis,8,SS,0,0,36,0,0,36
P_flavicornis,9,SS,0,0,36,0,0,36
P_flavicornis,10,SS,0,0,36,0,0,36
P_flavicornis,11,SS,0,0,36,0,0,36
P_flavicornis,12,SS,0,0,36,0,0,36
P_flavicornis,13,SS,0,0,36,0,0,36
P_flavicornis,14,SS,0,0,36,0,0,36
P_flavicornis,15,SS,0,0,36,0,0,36
P_flavicornis,16,SS,0,0,36,0,0,36
P_flavicornis,17,SS,0,0,36,0,0,36
P_flavicornis,18,SS,0,0,36,0,0,36
P_flavicornis,19,SS,0,0,36,0,0,36
P_flavicornis,20,SS,0,0,36,0,0,36
P_flavicornis,21,SS,0,0,36,0,0,36
P_flavicornis,22,SS,0,0,36,0,0,36
P_flavicornis,23,SS,0,0,36,0,0,36
P_flavicornis,24,SS,0,0,36,0,0,36
P_flavicornis,25,SS,0,0,36,0,0,36
P_flavicornis,26,SS,0,0,36,0,0,36
P_flavicornis,27,SS,0,0,36,0,0,36
P_flavicornis,28,SS,0,0,36,0,0,36
P_flavicornis,29,SS,0,0,36,0,0,36
P_flavicornis,30,SS,0,0,36,0,0,36
P_flavicornis,31,SS,0,0,36,0,0,36
P_flavicornis,32,SS,0,0,36,0,0,36
P_flavicornis,33,SS,0,0,36,0,0,36
P_flavicornis,34,SS,0,0,36,0,0,36
P_flavicornis,35,SS,0,0,36,0,0,36
P_flavicornis,36,SS,0,0,36,0,0,36
P_flavicornis,37,SS,0,0,36,0,0,36
P_flavicornis,38,SS,0,0,36,0,0,36
P_flavicornis,39,SS,0,0,36,0,0,36
P_flavicornis,40,SS,0,0,36,0,0,36
P_flavicornis,41,SS,0,0,36,0,0,36
P_flavicornis,42,SS,0,0,36,0,0,36
P_flavicornis,43,SS,0,0,36,0,0,36
P_flavicornis,44,SS,0,0,36,0,0,36
P_flavicornis,45,SS,0,0,36,0,0,36
P_flavicornis,46,SS,0,0,36,0,0,36
P_flavicornis,47,SS,0,0,36,0,0,36
P_flavicornis,48,SS,0,0,36,0,0,36
P_flavicornis,49,SS,0,0,36,0,0,36
P_flavicornis,50,SS,0,0,36,0,0,36
P_flavicornis,51,SS,0,0,36,0,0,36
P_flavicornis,52,SS,0,0,36,0,0,36
P_flavicornis,53,SS,0,0,36,0,0,36
P_flavicornis,54,SS,0,0,36,0,0,36
P_flavicornis,55,SS,0,0,36,0,0,36
P_flavicornis,56,SS,0,0,36,0,0,36
P_flavicornis,57,SS,0,0,36,0,0,36
P_flavicornis,58,SS,0,0,36,0,0,36
P_flavicornis,59,SS,0,0,36,0,0,36
P_flavicornis,60,SS,0,0,36,0,0,36
P_laevigata,1,TT,0,0,65,3,1,65
P_laevigata,2,TT,1,1,65,6,1,65
P_laevigata,3,TT,1,1,65,4,1,65
P_laevigata,4,TT,1,1,65,5,1,65
P_laevigata,5,TT,2,1,65,5,1,65
P_laevigata,6,TT,3,1,65,2,1,65
P_laevigata,7,TT,3,1,65,7,1,65
P_laevigata,8,TT,1,1,65,5,1,65
P_laevigata,9,TT,3,1,65,5,1,65
P_laevigata,10,TT,4,1,65,4,1,65
P_laevigata,11,TT,5,1,65,3,1,65
P_laevigata,12,TT,5,1,65,3,1,65
P_laevigata,13,TT,5,1,65,3,1,65
P_laevigata,14,TT,6,1,65,4,1,65
P_laevigata,15,TT,6,1,65,3,1,65
P_laevigata,16,TT,7,1,65,1,1,65
P_laevigata,17,TT,7,1,65,4,1,65
P_laevigata,18,TT,5,1,65,3,1,65
P_laevigata,19,TT,4,1,65,2,1,65
P_laevigata,20,TT,9,1,65,2,1,65
P_laevigata,21,TT,8,1,65,3,1,65
P_laevigata,22,TT,10,1,65,2,1,65
P_laevigata,23,TT,6,1,65,3,1,65
P_laevigata,24,TT,7,1,65,3,1,65
P_laevigata,25,TT,5,1,65,2,1,65
P_laevigata,26,TT,3,1,65,2,1,65
P_laevigata,27,TT,2,1,65,3,1,65
P_laevigata,28,TT,5,1,65,3,1,65
P_laevigata,29,TT,3,1,65,3,1,65
P_laevigata,30,TT,6,1,65,4,1,65
P_laevigata,31,TT,6,1,65,3,1,65
P_laevigata,32,TT,5,1,65,1,1,65
P_laevigata,33,TT,4,1,65,2,1,65
P_laevigata,34,TT,2,1,65,1,1,65
P_laevigata,35,TT,1,1,65,1,1,65
P_laevigata,36,TT,1,1,65,0,0,65
P_laevigata,37,TT,1,1,65,2,1,65
P_laevigata,38,TT,2,1,65,3,1,65
P_laevigata,39,TT,2,1,65,2,1,65
P_laevigata,40,TT,4,1,65,2,1,65
P_laevigata,41,TT,4,1,65,1,1,65
P_laevigata,42,TT,3,1,65,1,1,65
P_laevigata,43,TT,4,1,65,1,1,65
P_laevigata,44,TT,3,1,65,0,0,65
P_laevigata,45,TT,2,1,65,3,1,65
P_laevigata,46,TT,1,1,65,2,1,65
P_laevigata,47,TT,2,1,65,2,1,65
P_laevigata,48,TT,3,1,65,3,1,65
P_laevigata,49,TT,3,1,65,3,1,65
P_laevigata,50,TT,2,1,65,1,1,65
P_laevigata,51,TT,3,1,65,1,1,65
P_laevigata,52,TT,2,1,65,1,1,65
P_laevigata,53,TT,1,1,65,1,1,65
P_laevigata,54,TT,1,1,65,0,0,65
P_laevigata,55,TT,2,1,65,0,0,65
P_laevigata,56,TT,3,1,65,0,0,65
P_laevigata,57,TT,2,1,65,0,0,65
P_laevigata,58,TT,1,1,65,0,0,65
P_laevigata,59,TT,3,1,65,0,0,65
P_laevigata,60,TT,2,1,65,0,0,65
P_flavicornis,1,UU,0,0,25,0,0,25
P_flavicornis,2,UU,0,0,25,0,0,25
P_flavicornis,3,UU,0,0,25,0,0,25
P_flavicornis,4,UU,0,0,25,0,0,25
P_flavicornis,5,UU,0,0,25,0,0,25
P_flavicornis,6,UU,0,0,25,0,0,25
P_flavicornis,7,UU,0,0,25,0,0,25
P_flavicornis,8,UU,0,0,25,0,0,25
P_flavicornis,9,UU,0,0,25,0,0,25
P_flavicornis,10,UU,0,0,25,0,0,25
P_flavicornis,11,UU,0,0,25,0,0,25
P_flavicornis,12,UU,0,0,25,0,0,25
P_flavicornis,13,UU,0,0,25,0,0,25
P_flavicornis,14,UU,0,0,25,0,0,25
P_flavicornis,15,UU,0,0,25,0,0,25
P_flavicornis,16,UU,0,0,25,0,0,25
P_flavicornis,17,UU,0,0,25,0,0,25
P_flavicornis,18,UU,0,0,25,0,0,25
P_flavicornis,19,UU,0,0,25,0,0,25
P_flavicornis,20,UU,0,0,25,0,0,25
P_flavicornis,21,UU,0,0,25,0,0,25
P_flavicornis,22,UU,0,0,25,0,0,25
P_flavicornis,23,UU,0,0,25,0,0,25
P_flavicornis,24,UU,0,0,25,0,0,25
P_flavicornis,25,UU,0,0,25,0,0,25
P_flavicornis,26,UU,0,0,25,0,0,25
P_flavicornis,27,UU,0,0,25,0,0,25
P_flavicornis,28,UU,0,0,25,0,0,25
P_flavicornis,29,UU,0,0,25,0,0,25
P_flavicornis,30,UU,0,0,25,0,0,25
P_flavicornis,31,UU,0,0,25,0,0,25
P_flavicornis,32,UU,0,0,25,1,1,25
P_flavicornis,33,UU,0,0,25,1,1,25
P_flavicornis,34,UU,0,0,25,1,1,25
P_flavicornis,35,UU,0,0,25,1,1,25
P_flavicornis,36,UU,0,0,25,1,1,25
P_flavicornis,37,UU,0,0,25,1,1,25
P_flavicornis,38,UU,0,0,25,1,1,25
P_flavicornis,39,UU,0,0,25,1,1,25
P_flavicornis,40,UU,0,0,25,0,0,25
P_flavicornis,41,UU,0,0,25,1,1,25
P_flavicornis,42,UU,0,0,25,1,1,25
P_flavicornis,43,UU,0,0,25,1,1,25
P_flavicornis,44,UU,0,0,25,1,1,25
P_flavicornis,45,UU,0,0,25,1,1,25
P_flavicornis,46,UU,0,0,25,1,1,25
P_flavicornis,47,UU,0,0,25,1,1,25
P_flavicornis,48,UU,0,0,25,1,1,25
P_flavicornis,49,UU,0,0,25,1,1,25
P_flavicornis,50,UU,0,0,25,1,1,25
P_flavicornis,51,UU,0,0,25,1,1,25
P_flavicornis,52,UU,0,0,25,1,1,25
P_flavicornis,53,UU,0,0,25,0,0,25
P_flavicornis,54,UU,0,0,25,0,0,25
P_flavicornis,55,UU,0,0,25,0,0,25
P_flavicornis,56,UU,0,0,25,1,1,25
P_flavicornis,57,UU,0,0,25,1,1,25
P_flavicornis,58,UU,0,0,25,1,1,25
P_flavicornis,59,UU,0,0,25,0,0,25
P_flavicornis,60,UU,0,0,25,0,0,25
P_laevigata,1,VV,0,0,79,0,0,78
P_laevigata,2,VV,0,0,79,0,0,78
P_laevigata,3,VV,0,0,79,0,0,78
P_laevigata,4,VV,0,0,79,0,0,78
P_laevigata,5,VV,0,0,79,0,0,78
P_laevigata,6,VV,0,0,79,0,0,78
P_laevigata,7,VV,0,0,79,0,0,78
P_laevigata,8,VV,0,0,79,0,0,78
P_laevigata,9,VV,0,0,79,0,0,78
P_laevigata,10,VV,0,0,79,0,0,78
P_laevigata,11,VV,0,0,79,0,0,78
P_laevigata,12,VV,0,0,79,0,0,78
P_laevigata,13,VV,0,0,79,0,0,78
P_laevigata,14,VV,0,0,79,0,0,78
P_laevigata,15,VV,0,0,79,0,0,78
P_laevigata,16,VV,0,0,79,0,0,78
P_laevigata,17,VV,0,0,79,0,0,78
P_laevigata,18,VV,0,0,79,0,0,78
P_laevigata,19,VV,0,0,79,0,0,78
P_laevigata,20,VV,0,0,79,0,0,78
P_laevigata,21,VV,0,0,79,0,0,78
P_laevigata,22,VV,0,0,79,0,0,78
P_laevigata,23,VV,0,0,79,0,0,78
P_laevigata,24,VV,0,0,79,0,0,78
P_laevigata,25,VV,0,0,79,0,0,78
P_laevigata,26,VV,0,0,79,0,0,78
P_laevigata,27,VV,0,0,79,0,0,78
P_laevigata,28,VV,0,0,79,0,0,78
P_laevigata,29,VV,0,0,79,0,0,78
P_laevigata,30,VV,0,0,79,0,0,78
P_laevigata,31,VV,0,0,79,0,0,78
P_laevigata,32,VV,0,0,79,0,0,78
P_laevigata,33,VV,0,0,79,0,0,78
P_laevigata,34,VV,0,0,79,0,0,78
P_laevigata,35,VV,0,0,79,0,0,78
P_laevigata,36,VV,0,0,79,0,0,78
P_laevigata,37,VV,0,0,79,0,0,78
P_laevigata,38,VV,0,0,79,0,0,78
P_laevigata,39,VV,0,0,79,0,0,78
P_laevigata,40,VV,0,0,79,0,0,78
P_laevigata,41,VV,0,0,79,0,0,78
P_laevigata,42,VV,0,0,79,0,0,78
P_laevigata,43,VV,0,0,79,0,0,78
P_laevigata,44,VV,0,0,79,0,0,78
P_laevigata,45,VV,0,0,79,0,0,78
P_laevigata,46,VV,0,0,79,0,0,78
P_laevigata,47,VV,0,0,79,0,0,78
P_laevigata,48,VV,0,0,79,0,0,78
P_laevigata,49,VV,0,0,79,0,0,78
P_laevigata,50,VV,0,0,79,0,0,78
P_laevigata,51,VV,0,0,79,0,0,78
P_laevigata,52,VV,0,0,79,0,0,78
P_laevigata,53,VV,0,0,79,0,0,78
P_laevigata,54,VV,0,0,79,1,1,78
P_laevigata,55,VV,0,0,79,1,1,78
P_laevigata,56,VV,0,0,79,1,1,78
P_laevigata,57,VV,1,1,79,1,1,78
P_laevigata,58,VV,1,1,79,0,0,78
P_laevigata,59,VV,2,1,79,0,0,78
P_laevigata,60,VV,0,0,79,1,1,78
P_flavicornis,1,WW,2,1,108,0,0,110
P_flavicornis,2,WW,2,1,108,0,0,110
P_flavicornis,3,WW,2,1,108,0,0,110
P_flavicornis,4,WW,2,1,108,0,0,110
P_flavicornis,5,WW,1,1,108,0,0,110
P_flavicornis,6,WW,0,0,108,0,0,110
P_flavicornis,7,WW,0,0,108,0,0,110
P_flavicornis,8,WW,0,0,108,0,0,110
P_flavicornis,9,WW,3,1,108,0,0,110
P_flavicornis,10,WW,1,1,108,0,0,110
P_flavicornis,11,WW,1,1,108,0,0,110
P_flavicornis,12,WW,5,1,108,0,0,110
P_flavicornis,13,WW,5,1,108,0,0,110
P_flavicornis,14,WW,3,1,108,0,0,110
P_flavicornis,15,WW,3,1,108,1,1,110
P_flavicornis,16,WW,3,1,108,2,1,110
P_flavicornis,17,WW,4,1,108,1,1,110
P_flavicornis,18,WW,6,1,108,0,0,110
P_flavicornis,19,WW,6,1,108,3,1,110
P_flavicornis,20,WW,4,1,108,1,1,110
P_flavicornis,21,WW,9,1,108,0,0,110
P_flavicornis,22,WW,8,1,108,1,1,110
P_flavicornis,23,WW,6,1,108,2,1,110
P_flavicornis,24,WW,5,1,108,2,1,110
P_flavicornis,25,WW,10,1,108,1,1,110
P_flavicornis,26,WW,11,1,108,2,1,110
P_flavicornis,27,WW,7,1,108,3,1,110
P_flavicornis,28,WW,5,1,108,4,1,110
P_flavicornis,29,WW,6,1,108,2,1,110
P_flavicornis,30,WW,5,1,108,1,1,110
P_flavicornis,31,WW,4,1,108,3,1,110
P_flavicornis,32,WW,6,1,108,5,1,110
P_flavicornis,33,WW,4,1,108,5,1,110
P_flavicornis,34,WW,7,1,108,5,1,110
P_flavicornis,35,WW,9,1,108,4,1,110
P_flavicornis,36,WW,6,1,108,3,1,110
P_flavicornis,37,WW,6,1,108,3,1,110
P_flavicornis,38,WW,5,1,108,3,1,110
P_flavicornis,39,WW,4,1,108,4,1,110
P_flavicornis,40,WW,5,1,108,3,1,110
P_flavicornis,41,WW,6,1,108,2,1,110
P_flavicornis,42,WW,8,1,108,2,1,110
P_flavicornis,43,WW,10,1,108,3,1,110
P_flavicornis,44,WW,8,1,108,2,1,110
P_flavicornis,45,WW,4,1,108,2,1,110
P_flavicornis,46,WW,3,1,108,2,1,110
P_flavicornis,47,WW,1,1,108,2,1,110
P_flavicornis,48,WW,1,1,108,3,1,110
P_flavicornis,49,WW,1,1,108,2,1,110
P_flavicornis,50,WW,3,1,108,1,1,110
P_flavicornis,51,WW,4,1,108,2,1,110
P_flavicornis,52,WW,3,1,108,1,1,110
P_flavicornis,53,WW,3,1,108,2,1,110
P_flavicornis,54,WW,3,1,108,1,1,110
P_flavicornis,55,WW,4,1,108,1,1,110
P_flavicornis,56,WW,3,1,108,1,1,110
P_flavicornis,57,WW,4,1,108,1,1,110
P_flavicornis,58,WW,4,1,108,1,1,110
P_flavicornis,59,WW,3,1,108,1,1,110
P_flavicornis,60,WW,3,1,108,1,1,110
P_laevigata,1,XX,1,1,110,0,0,108
P_laevigata,2,XX,0,0,110,4,1,108
P_laevigata,3,XX,0,0,110,4,1,108
P_laevigata,4,XX,3,1,110,4,1,108
P_laevigata,5,XX,3,1,110,4,1,108
P_laevigata,6,XX,2,1,110,6,1,108
P_laevigata,7,XX,1,1,110,6,1,108
P_laevigata,8,XX,3,1,110,5,1,108
P_laevigata,9,XX,2,1,110,8,1,108
P_laevigata,10,XX,1,1,110,11,1,108
P_laevigata,11,XX,3,1,110,11,1,108
P_laevigata,12,XX,5,1,110,10,1,108
P_laevigata,13,XX,7,1,110,10,1,108
P_laevigata,14,XX,5,1,110,11,1,108
P_laevigata,15,XX,2,1,110,8,1,108
P_laevigata,16,XX,4,1,110,6,1,108
P_laevigata,17,XX,6,1,110,9,1,108
P_laevigata,18,XX,7,1,110,9,1,108
P_laevigata,19,XX,7,1,110,11,1,108
P_laevigata,20,XX,7,1,110,11,1,108
P_laevigata,21,XX,7,1,110,9,1,108
P_laevigata,22,XX,8,1,110,9,1,108
P_laevigata,23,XX,6,1,110,7,1,108
P_laevigata,24,XX,7,1,110,10,1,108
P_laevigata,25,XX,8,1,110,7,1,108
P_laevigata,26,XX,8,1,110,5,1,108
P_laevigata,27,XX,12,1,110,7,1,108
P_laevigata,28,XX,13,1,110,5,1,108
P_laevigata,29,XX,9,1,110,5,1,108
P_laevigata,30,XX,7,1,110,6,1,108
P_laevigata,31,XX,8,1,110,5,1,108
P_laevigata,32,XX,10,1,110,5,1,108
P_laevigata,33,XX,12,1,110,8,1,108
P_laevigata,34,XX,11,1,110,6,1,108
P_laevigata,35,XX,13,1,110,6,1,108
P_laevigata,36,XX,12,1,110,12,1,108
P_laevigata,37,XX,13,1,110,8,1,108
P_laevigata,38,XX,12,1,110,6,1,108
P_laevigata,39,XX,13,1,110,8,1,108
P_laevigata,40,XX,12,1,110,5,1,108
P_laevigata,41,XX,13,1,110,7,1,108
P_laevigata,42,XX,11,1,110,7,1,108
P_laevigata,43,XX,11,1,110,7,1,108
P_laevigata,44,XX,11,1,110,9,1,108
P_laevigata,45,XX,12,1,110,8,1,108
P_laevigata,46,XX,14,1,110,12,1,108
P_laevigata,47,XX,16,1,110,6,1,108
P_laevigata,48,XX,15,1,110,5,1,108
P_laevigata,49,XX,13,1,110,9,1,108
P_laevigata,50,XX,12,1,110,9,1,108
P_laevigata,51,XX,8,1,110,9,1,108
P_laevigata,52,XX,10,1,110,13,1,108
P_laevigata,53,XX,10,1,110,9,1,108
P_laevigata,54,XX,10,1,110,12,1,108
P_laevigata,55,XX,12,1,110,9,1,108
P_laevigata,56,XX,14,1,110,10,1,108
P_laevigata,57,XX,14,1,110,6,1,108
P_laevigata,58,XX,15,1,110,8,1,108
P_laevigata,59,XX,13,1,110,5,1,108
P_laevigata,60,XX,11,1,110,5,1,108
P_flavicornis,1,YY,1,1,54,0,0,38
P_flavicornis,2,YY,2,1,54,0,0,38
P_flavicornis,3,YY,4,1,54,0,0,38
P_flavicornis,4,YY,3,1,54,0,0,38
P_flavicornis,5,YY,4,1,54,0,0,38
P_flavicornis,6,YY,2,1,54,0,0,38
P_flavicornis,7,YY,3,1,54,0,0,38
P_flavicornis,8,YY,3,1,54,0,0,38
P_flavicornis,9,YY,2,1,54,0,0,38
P_flavicornis,10,YY,3,1,54,0,0,38
P_flavicornis,11,YY,2,1,54,1,1,38
P_flavicornis,12,YY,2,1,54,1,1,38
P_flavicornis,13,YY,4,1,54,1,1,38
P_flavicornis,14,YY,4,1,54,1,1,38
P_flavicornis,15,YY,5,1,54,1,1,38
P_flavicornis,16,YY,3,1,54,1,1,38
P_flavicornis,17,YY,3,1,54,1,1,38
P_flavicornis,18,YY,2,1,54,0,0,38
P_flavicornis,19,YY,3,1,54,1,1,38
P_flavicornis,20,YY,2,1,54,0,0,38
P_flavicornis,21,YY,0,0,54,1,1,38
P_flavicornis,22,YY,1,1,54,3,1,38
P_flavicornis,23,YY,3,1,54,1,1,38
P_flavicornis,24,YY,2,1,54,1,1,38
P_flavicornis,25,YY,4,1,54,1,1,38
P_flavicornis,26,YY,5,1,54,2,1,38
P_flavicornis,27,YY,4,1,54,5,1,38
P_flavicornis,28,YY,4,1,54,5,1,38
P_flavicornis,29,YY,3,1,54,3,1,38
P_flavicornis,30,YY,4,1,54,3,1,38
P_flavicornis,31,YY,3,1,54,2,1,38
P_flavicornis,32,YY,6,1,54,3,1,38
P_flavicornis,33,YY,6,1,54,3,1,38
P_flavicornis,34,YY,3,1,54,3,1,38
P_flavicornis,35,YY,3,1,54,3,1,38
P_flavicornis,36,YY,3,1,54,3,1,38
P_flavicornis,37,YY,3,1,54,3,1,38
P_flavicornis,38,YY,3,1,54,4,1,38
P_flavicornis,39,YY,1,1,54,4,1,38
P_flavicornis,40,YY,2,1,54,3,1,38
P_flavicornis,41,YY,2,1,54,5,1,38
P_flavicornis,42,YY,2,1,54,5,1,38
P_flavicornis,43,YY,1,1,54,5,1,38
P_flavicornis,44,YY,1,1,54,4,1,38
P_flavicornis,45,YY,2,1,54,5,1,38
P_flavicornis,46,YY,4,1,54,4,1,38
P_flavicornis,47,YY,4,1,54,4,1,38
P_flavicornis,48,YY,2,1,54,3,1,38
P_flavicornis,49,YY,2,1,54,3,1,38
P_flavicornis,50,YY,1,1,54,2,1,38
P_flavicornis,51,YY,2,1,54,3,1,38
P_flavicornis,52,YY,2,1,54,2,1,38
P_flavicornis,53,YY,4,1,54,3,1,38
P_flavicornis,54,YY,5,1,54,3,1,38
P_flavicornis,55,YY,3,1,54,4,1,38
P_flavicornis,56,YY,3,1,54,5,1,38
P_flavicornis,57,YY,3,1,54,4,1,38
P_flavicornis,58,YY,2,1,54,5,1,38
P_flavicornis,59,YY,3,1,54,5,1,38
P_flavicornis,60,YY,4,1,54,6,1,38
P_laevigata,1,ZZ,1,1,118,0,0,117
P_laevigata,2,ZZ,0,0,118,0,0,117
P_laevigata,3,ZZ,0,0,118,0,0,117
P_laevigata,4,ZZ,0,0,118,3,1,117
P_laevigata,5,ZZ,0,0,118,4,1,117
P_laevigata,6,ZZ,0,0,118,4,1,117
P_laevigata,7,ZZ,0,0,118,4,1,117
P_laevigata,8,ZZ,0,0,118,2,1,117
P_laevigata,9,ZZ,0,0,118,2,1,117
P_laevigata,10,ZZ,0,0,118,1,1,117
P_laevigata,11,ZZ,0,0,118,2,1,117
P_laevigata,12,ZZ,0,0,118,2,1,117
P_laevigata,13,ZZ,0,0,118,2,1,117
P_laevigata,14,ZZ,0,0,118,3,1,117
P_laevigata,15,ZZ,0,0,118,3,1,117
P_laevigata,16,ZZ,0,0,118,4,1,117
P_laevigata,17,ZZ,0,0,118,3,1,117
P_laevigata,18,ZZ,1,1,118,2,1,117
P_laevigata,19,ZZ,1,1,118,5,1,117
P_laevigata,20,ZZ,1,1,118,5,1,117
P_laevigata,21,ZZ,0,0,118,5,1,117
P_laevigata,22,ZZ,2,1,118,5,1,117
P_laevigata,23,ZZ,2,1,118,5,1,117
P_laevigata,24,ZZ,2,1,118,5,1,117
P_laevigata,25,ZZ,2,1,118,6,1,117
P_laevigata,26,ZZ,1,1,118,4,1,117
P_laevigata,27,ZZ,2,1,118,6,1,117
P_laevigata,28,ZZ,3,1,118,5,1,117
P_laevigata,29,ZZ,3,1,118,5,1,117
P_laevigata,30,ZZ,3,1,118,5,1,117
P_laevigata,31,ZZ,3,1,118,7,1,117
P_laevigata,32,ZZ,3,1,118,5,1,117
P_laevigata,33,ZZ,3,1,118,8,1,117
P_laevigata,34,ZZ,3,1,118,7,1,117
P_laevigata,35,ZZ,2,1,118,9,1,117
P_laevigata,36,ZZ,2,1,118,9,1,117
P_laevigata,37,ZZ,1,1,118,2,1,117
P_laevigata,38,ZZ,2,1,118,4,1,117
P_laevigata,39,ZZ,2,1,118,2,1,117
P_laevigata,40,ZZ,2,1,118,6,1,117
P_laevigata,41,ZZ,3,1,118,6,1,117
P_laevigata,42,ZZ,2,1,118,8,1,117
P_laevigata,43,ZZ,2,1,118,7,1,117
P_laevigata,44,ZZ,2,1,118,7,1,117
P_laevigata,45,ZZ,3,1,118,3,1,117
P_laevigata,46,ZZ,3,1,118,3,1,117
P_laevigata,47,ZZ,1,1,118,3,1,117
P_laevigata,48,ZZ,2,1,118,2,1,117
