Trial,Time_Bin,Col_ID,Workers,Presence,Col_Size
Competition,45,A,4,1,53
Competition,46,A,3,1,53
Competition,47,A,2,1,53
Competition,48,A,4,1,53
Competition,49,A,5,1,53
Competition,50,A,4,1,53
Competition,51,A,5,1,53
Competition,52,A,4,1,53
Competition,53,A,5,1,53
Competition,54,A,4,1,53
Competition,55,A,4,1,53
Competition,56,A,5,1,53
Competition,57,A,5,1,53
Competition,58,A,3,1,53
Competition,59,A,4,1,53
Competition,60,A,4,1,53
Competition,1,C,1,1,21
Competition,2,C,1,1,21
Competition,3,C,0,0,21
Competition,4,C,0,0,21
Competition,5,C,0,0,21
Competition,6,C,1,1,21
Competition,7,C,1,1,21
Competition,8,C,0,0,21
Competition,9,C,1,1,21
Competition,10,C,1,1,21
Competition,11,C,2,1,21
Competition,12,C,0,0,21
Competition,13,C,0,0,21
Competition,14,C,1,1,21
Competition,15,C,1,1,21
Competition,16,C,2,1,21
Competition,17,C,0,0,21
Competition,18,C,1,1,21
Competition,19,C,2,1,21
Competition,20,C,3,1,21
Competition,21,C,2,1,21
Competition,22,C,0,0,21
Competition,23,C,2,1,21
Competition,24,C,1,1,21
Competition,25,C,2,1,21
Competition,26,C,2,1,21
Competition,27,C,3,1,21
Competition,28,C,2,1,21
Competition,29,C,1,1,21
Competition,30,C,2,1,21
Competition,31,C,2,1,21
Competition,32,C,1,1,21
Competition,33,C,3,1,21
Competition,34,C,2,1,21
Competition,35,C,2,1,21
Competition,36,C,3,1,21
Competition,37,C,2,1,21
Competition,38,C,2,1,21
Competition,39,C,1,1,21
Competition,40,C,3,1,21
Competition,41,C,3,1,21
Competition,42,C,3,1,21
Competition,43,C,4,1,21
Competition,44,C,4,1,21
Competition,45,C,4,1,21
Competition,46,C,2,1,21
Competition,47,C,3,1,21
Competition,48,C,2,1,21
Competition,49,C,2,1,21
Competition,50,C,2,1,21
Competition,51,C,3,1,21
Competition,52,C,2,1,21
Competition,53,C,3,1,21
Competition,54,C,2,1,21
Competition,55,C,2,1,21
Competition,56,C,1,1,21
Competition,57,C,2,1,21
Competition,58,C,3,1,21
Competition,59,C,3,1,21
Competition,60,C,1,1,21
Competition,1,E,0,0,47
Competition,2,E,0,0,47
Competition,3,E,0,0,47
Competition,4,E,0,0,47
Competition,5,E,0,0,47
Competition,6,E,1,1,47
Competition,7,E,1,1,47
Competition,8,E,3,1,47
Competition,9,E,3,1,47
Competition,10,E,1,1,47
Competition,11,E,1,1,47
Competition,12,E,1,1,47
Competition,13,E,0,0,47
Competition,14,E,1,1,47
Competition,15,E,1,1,47
Competition,16,E,0,0,47
Competition,17,E,0,0,47
Competition,18,E,1,1,47
Competition,19,E,1,1,47
Competition,20,E,2,1,47
Competition,21,E,2,1,47
Competition,22,E,2,1,47
Competition,23,E,2,1,47
Competition,24,E,2,1,47
Competition,25,E,2,1,47
Competition,26,E,3,1,47
Competition,27,E,4,1,47
Competition,28,E,4,1,47
Competition,29,E,3,1,47
Competition,30,E,2,1,47
Competition,31,E,2,1,47
Competition,32,E,3,1,47
Competition,33,E,3,1,47
Competition,34,E,3,1,47
Competition,35,E,4,1,47
Competition,36,E,3,1,47
Competition,37,E,3,1,47
Competition,38,E,4,1,47
Competition,39,E,6,1,47
Competition,40,E,6,1,47
Competition,41,E,6,1,47
Competition,42,E,4,1,47
Competition,43,E,2,1,47
Competition,44,E,3,1,47
Competition,45,E,4,1,47
Competition,46,E,4,1,47
Competition,47,E,3,1,47
Competition,48,E,3,1,47
Competition,49,E,5,1,47
Competition,50,E,5,1,47
Competition,51,E,5,1,47
Competition,52,E,5,1,47
Competition,53,E,6,1,47
Competition,54,E,6,1,47
Competition,55,E,6,1,47
Competition,56,E,6,1,47
Competition,57,E,6,1,47
Competition,58,E,5,1,47
Competition,59,E,4,1,47
Competition,60,E,3,1,47
Competition,1,G,0,0,19
Competition,2,G,0,0,19
Competition,3,G,0,0,19
Competition,4,G,1,1,19
Competition,5,G,1,1,19
Competition,6,G,1,1,19
Competition,7,G,1,1,19
Competition,8,G,1,1,19
Competition,9,G,1,1,19
Competition,10,G,0,0,19
Competition,11,G,1,1,19
Competition,12,G,1,1,19
Competition,13,G,1,1,19
Competition,14,G,1,1,19
Competition,15,G,1,1,19
Competition,16,G,1,1,19
Competition,17,G,1,1,19
Competition,18,G,1,1,19
Competition,19,G,1,1,19
Competition,20,G,1,1,19
Competition,21,G,1,1,19
Competition,22,G,1,1,19
Competition,23,G,1,1,19
Competition,24,G,1,1,19
Competition,25,G,1,1,19
Competition,26,G,0,0,19
Competition,27,G,0,0,19
Competition,28,G,0,0,19
Competition,29,G,1,1,19
Competition,30,G,1,1,19
Competition,31,G,1,1,19
Competition,32,G,1,1,19
Competition,33,G,1,1,19
Competition,34,G,2,1,19
Competition,35,G,2,1,19
Competition,36,G,2,1,19
Competition,37,G,2,1,19
Competition,38,G,2,1,19
Competition,39,G,2,1,19
Competition,40,G,1,1,19
Competition,41,G,1,1,19
Competition,42,G,1,1,19
Competition,43,G,1,1,19
Competition,44,G,1,1,19
Competition,45,G,1,1,19
Competition,46,G,1,1,19
Competition,47,G,1,1,19
Competition,48,G,1,1,19
Competition,49,G,1,1,19
Competition,50,G,1,1,19
Competition,51,G,1,1,19
Competition,52,G,0,0,19
Competition,53,G,0,0,19
Competition,54,G,0,0,19
Competition,55,G,0,0,19
Competition,56,G,0,0,19
Competition,57,G,0,0,19
Competition,58,G,0,0,19
Competition,59,G,0,0,19
Competition,60,G,0,0,19
Competition,1,I,0,0,34
Competition,2,I,0,0,34
Competition,3,I,0,0,34
Competition,4,I,0,0,34
Competition,5,I,0,0,34
Competition,6,I,0,0,34
Competition,7,I,0,0,34
Competition,8,I,0,0,34
Competition,9,I,0,0,34
Competition,10,I,0,0,34
Competition,11,I,0,0,34
Competition,12,I,0,0,34
Competition,13,I,0,0,34
Competition,14,I,0,0,34
Competition,15,I,0,0,34
Competition,16,I,0,0,34
Competition,17,I,0,0,34
Competition,18,I,0,0,34
Competition,19,I,0,0,34
Competition,20,I,0,0,34
Competition,21,I,0,0,34
Competition,22,I,0,0,34
Competition,23,I,0,0,34
Competition,24,I,0,0,34
Competition,25,I,0,0,34
Competition,26,I,0,0,34
Competition,27,I,0,0,34
Competition,28,I,0,0,34
Competition,29,I,0,0,34
Competition,30,I,0,0,34
Competition,31,I,0,0,34
Competition,32,I,0,0,34
Competition,33,I,0,0,34
Competition,34,I,0,0,34
Competition,35,I,0,0,34
Competition,36,I,0,0,34
Competition,37,I,0,0,34
Competition,38,I,0,0,34
Competition,39,I,0,0,34
Competition,40,I,0,0,34
Competition,41,I,0,0,34
Competition,42,I,0,0,34
Competition,43,I,0,0,34
Competition,44,I,0,0,34
Competition,45,I,0,0,34
Competition,46,I,0,0,34
Competition,47,I,0,0,34
Competition,48,I,0,0,34
Competition,49,I,0,0,34
Competition,50,I,0,0,34
Competition,51,I,0,0,34
Competition,52,I,0,0,34
Competition,53,I,0,0,34
Competition,54,I,0,0,34
Competition,55,I,0,0,34
Competition,56,I,0,0,34
Competition,57,I,0,0,34
Competition,58,I,0,0,34
Competition,59,I,0,0,34
Competition,60,I,0,0,34
Competition,1,K,0,0,37
Competition,2,K,0,0,37
Competition,3,K,0,0,37
Competition,4,K,0,0,37
Competition,5,K,0,0,37
Competition,6,K,0,0,37
Competition,7,K,0,0,37
Competition,8,K,0,0,37
Competition,9,K,0,0,37
Competition,10,K,0,0,37
Competition,11,K,0,0,37
Competition,12,K,0,0,37
Competition,13,K,0,0,37
Competition,14,K,0,0,37
Competition,15,K,0,0,37
Competition,16,K,0,0,37
Competition,17,K,0,0,37
Competition,18,K,0,0,37
Competition,19,K,0,0,37
Competition,20,K,0,0,37
Competition,21,K,0,0,37
Competition,22,K,0,0,37
Competition,23,K,0,0,37
Competition,24,K,0,0,37
Competition,25,K,0,0,37
Competition,26,K,0,0,37
Competition,27,K,0,0,37
Competition,28,K,0,0,37
Competition,29,K,0,0,37
Competition,30,K,0,0,37
Competition,31,K,0,0,37
Competition,32,K,0,0,37
Competition,33,K,0,0,37
Competition,34,K,0,0,37
Competition,35,K,0,0,37
Competition,36,K,0,0,37
Competition,37,K,0,0,37
Competition,38,K,0,0,37
Competition,39,K,0,0,37
Competition,40,K,0,0,37
Competition,41,K,0,0,37
Competition,42,K,0,0,37
Competition,43,K,0,0,37
Competition,44,K,0,0,37
Competition,45,K,0,0,37
Competition,46,K,0,0,37
Competition,47,K,0,0,37
Competition,48,K,0,0,37
Competition,49,K,0,0,37
Competition,50,K,0,0,37
Competition,51,K,0,0,37
Competition,52,K,0,0,37
Competition,53,K,0,0,37
Competition,54,K,0,0,37
Competition,55,K,0,0,37
Competition,56,K,0,0,37
Competition,57,K,0,0,37
Competition,58,K,0,0,37
Competition,59,K,0,0,37
Competition,60,K,0,0,37
Competition,1,M,0,0,42
Competition,2,M,0,0,42
Competition,3,M,0,0,42
Competition,4,M,0,0,42
Competition,5,M,0,0,42
Competition,6,M,0,0,42
Competition,7,M,0,0,42
Competition,8,M,0,0,42
Competition,9,M,0,0,42
Competition,10,M,0,0,42
Competition,11,M,0,0,42
Competition,12,M,0,0,42
Competition,13,M,0,0,42
Competition,14,M,0,0,42
Competition,15,M,0,0,42
Competition,16,M,0,0,42
Competition,17,M,0,0,42
Competition,18,M,0,0,42
Competition,19,M,0,0,42
Competition,20,M,0,0,42
Competition,21,M,0,0,42
Competition,22,M,0,0,42
Competition,23,M,0,0,42
Competition,24,M,0,0,42
Competition,25,M,0,0,42
Competition,26,M,0,0,42
Competition,27,M,0,0,42
Competition,28,M,0,0,42
Competition,29,M,0,0,42
Competition,30,M,0,0,42
Competition,31,M,0,0,42
Competition,32,M,0,0,42
Competition,33,M,0,0,42
Competition,34,M,0,0,42
Competition,35,M,0,0,42
Competition,36,M,0,0,42
Competition,37,M,0,0,42
Competition,38,M,0,0,42
Competition,39,M,0,0,42
Competition,40,M,0,0,42
Competition,41,M,0,0,42
Competition,42,M,0,0,42
Competition,43,M,0,0,42
Competition,44,M,0,0,42
Competition,45,M,0,0,42
Competition,46,M,0,0,42
Competition,47,M,0,0,42
Competition,48,M,0,0,42
Competition,49,M,0,0,42
Competition,50,M,0,0,42
Competition,51,M,0,0,42
Competition,52,M,0,0,42
Competition,53,M,0,0,42
Competition,54,M,0,0,42
Competition,55,M,0,0,42
Competition,56,M,0,0,42
Competition,57,M,0,0,42
Competition,58,M,0,0,42
Competition,59,M,0,0,42
Competition,60,M,0,0,42
Competition,1,O,0,0,62
Competition,2,O,0,0,62
Competition,3,O,0,0,62
Competition,4,O,0,0,62
Competition,5,O,0,0,62
Competition,6,O,0,0,62
Competition,7,O,0,0,62
Competition,8,O,0,0,62
Competition,9,O,0,0,62
Competition,10,O,0,0,62
Competition,11,O,0,0,62
Competition,12,O,0,0,62
Competition,13,O,0,0,62
Competition,14,O,0,0,62
Competition,15,O,0,0,62
Competition,16,O,0,0,62
Competition,17,O,0,0,62
Competition,18,O,0,0,62
Competition,19,O,0,0,62
Competition,20,O,0,0,62
Competition,21,O,0,0,62
Competition,22,O,0,0,62
Competition,23,O,0,0,62
Competition,24,O,0,0,62
Competition,25,O,0,0,62
Competition,26,O,0,0,62
Competition,27,O,0,0,62
Competition,28,O,0,0,62
Competition,29,O,0,0,62
Competition,30,O,0,0,62
Competition,31,O,0,0,62
Competition,32,O,0,0,62
Competition,33,O,0,0,62
Competition,34,O,0,0,62
Competition,35,O,0,0,62
Competition,36,O,0,0,62
Competition,37,O,0,0,62
Competition,38,O,0,0,62
Competition,39,O,0,0,62
Competition,40,O,0,0,62
Competition,41,O,0,0,62
Competition,42,O,0,0,62
Competition,43,O,0,0,62
Competition,44,O,0,0,62
Competition,45,O,0,0,62
Competition,46,O,0,0,62
Competition,47,O,0,0,62
Competition,48,O,0,0,62
Competition,49,O,0,0,62
Competition,50,O,0,0,62
Competition,51,O,0,0,62
Competition,52,O,0,0,62
Competition,53,O,1,1,62
Competition,54,O,1,1,62
Competition,55,O,1,1,62
Competition,56,O,1,1,62
Competition,57,O,1,1,62
Competition,58,O,0,0,62
Competition,59,O,0,0,62
Competition,60,O,0,0,62
Competition,1,Q,0,0,121
Competition,2,Q,0,0,121
Competition,3,Q,0,0,121
Competition,4,Q,0,0,121
Competition,5,Q,0,0,121
Competition,6,Q,0,0,121
Competition,7,Q,0,0,121
Competition,8,Q,0,0,121
Competition,9,Q,0,0,121
Competition,10,Q,0,0,121
Competition,11,Q,0,0,121
Competition,12,Q,0,0,121
Competition,13,Q,0,0,121
Competition,14,Q,0,0,121
Competition,15,Q,0,0,121
Competition,16,Q,0,0,121
Competition,17,Q,0,0,121
Competition,18,Q,0,0,121
Competition,19,Q,0,0,121
Competition,20,Q,0,0,121
Competition,21,Q,0,0,121
Competition,22,Q,0,0,121
Competition,23,Q,1,1,121
Competition,24,Q,1,1,121
Competition,25,Q,1,1,121
Competition,26,Q,0,0,121
Competition,27,Q,0,0,121
Competition,28,Q,0,0,121
Competition,29,Q,1,1,121
Competition,30,Q,1,1,121
Competition,31,Q,1,1,121
Competition,32,Q,1,1,121
Competition,33,Q,1,1,121
Competition,34,Q,1,1,121
Competition,35,Q,1,1,121
Competition,36,Q,1,1,121
Competition,37,Q,2,1,121
Competition,38,Q,1,1,121
Competition,39,Q,1,1,121
Competition,40,Q,1,1,121
Competition,41,Q,0,0,121
Competition,42,Q,1,1,121
